3656
60104	60161	2	0	0
60104	60161	2	0	1
60520	60746	2	0	0
60950	61893	2	0	2
62114	66498	2	0	3
63820	64212	2	0	4
65057	65225	2	0	5
65821	66046	2	0	7
65821	66132	2	0	6
66319	66491	2	0	8
66345	66381	2	0	5
66345	66415	2	0	6
66345	66498	2	0	0
66345	66498	2	0	1
66345	66498	2	0	2
66345	66498	2	0	4
66345	66498	2	0	7
66345	66498	2	0	9
66345	66498	2	0	10
66345	66498	2	0	11
70651	71625	2	0	12
70927	70943	2	0	3
70927	70944	2	0	7
70927	70950	2	0	0
70927	70950	2	0	1
70927	70950	2	0	4
70927	70965	2	0	2
70927	71534	2	0	9
70927	71606	2	0	11
71160	71645	1	1	13
71430	71567	2	0	10
71785	72273	1	1	14
71972	72109	1	1	15
72170	72273	1	1	13
72584	72717	1	1	13
72584	72718	1	1	14
76219	76782	2	2	16
76788	77089	2	2	17
76885	77089	2	2	16
77329	77658	2	2	17
77329	77689	2	2	16
94061	94955	1	3	18
94658	94676	1	3	19
96404	96510	1	3	19
104534	105470	1	4	20
107470	107554	1	5	21
110624	111695	1	5	21
110678	111595	1	5	22
145484	145811	1	6	23
156278	157214	2	7	24
159360	159631	2	8	25
169803	169835	2	8	25
174558	174664	2	8	25
176906	177912	1	9	26
182672	182784	2	10	27
191119	191353	2	10	27
193235	195016	1	11	28
195031	195145	2	10	27
195062	196049	1	11	28
195493	195715	2	10	27
195903	195950	2	10	27
196658	196755	2	10	27
197074	198546	2	12	29
197306	197717	2	12	30
197954	198332	1	13	31
198051	198233	1	13	32
198692	199031	2	12	29
199174	199430	2	12	29
200459	201661	2	14	33
200577	200774	1	13	32
204839	205073	2	14	33
223157	223260	2	15	34
229639	229708	2	16	35
230083	230164	2	16	35
239144	239246	2	17	36
259259	259345	2	18	37
279494	280169	1	19	38
281039	281536	2	20	39
281344	281536	2	20	40
281387	281536	2	20	41
281990	282309	2	20	42
282133	282309	2	20	39
282133	282309	2	20	40
282133	282309	2	20	41
282751	282808	2	20	39
282751	282808	2	20	40
282751	282808	2	20	41
282751	282808	2	20	42
287160	287750	2	20	43
287473	287635	2	20	42
287473	287750	2	20	39
287473	287750	2	20	40
287473	287750	2	20	41
287473	287750	2	20	44
288019	288170	2	20	39
288019	288170	2	20	40
288019	288170	2	20	41
288019	288188	2	20	44
288019	288529	2	20	43
290951	291169	2	20	41
291284	291381	2	20	44
291284	291385	2	20	39
291325	291392	2	20	40
305572	305702	1	21	45
305574	306710	2	22	46
306056	306466	1	21	45
307118	307535	2	22	46
308576	308664	2	22	46
308800	308924	2	22	46
311844	311938	2	22	46
312190	312271	2	22	46
313491	313642	2	22	46
325634	325703	2	22	46
326506	326597	2	22	46
326651	327255	2	22	47
327132	327255	2	22	46
327863	327988	2	22	46
327863	327988	2	22	47
327863	327988	2	22	48
330263	330379	2	22	48
334114	334541	2	22	49
334399	334541	2	22	46
334399	334541	2	22	47
334399	334541	2	22	48
336082	336172	2	22	46
336082	336172	2	22	47
336082	336172	2	22	48
340513	340598	2	22	48
344773	344777	2	22	47
344773	344792	2	22	46
344773	344797	2	22	49
